Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,1/15/2017,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, Sweden , The bar and the restaurant were not very inspiring,10, Location is what I appreciated most It was a comfortable well run chain hotel ,16,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,11/16/2016,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, Luxembourg , Poor sound insulation Unpleasant rear view ,8, Nice room interior High quality bedding Luxury toiletries Complimentary bottle of water,13,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,9/8/2016,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, Czech Republic , Uncomfortable bed too soft ,6, Good location ,4,7.5,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,3/24/2016,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, United Kingdom , No complaints whatsoever,4, Large room comfortable bed good breakfast helpful staff,9,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,3/4/2016,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, France , staff could have been friendlier,6, very clean and nice hotel close to the Schwarzenberg place Rooms are big and well furnished ,18,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 1 night ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,2/28/2016,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, Austria , The bed was not very comfortable It dipped on both sides creating a hill in the middle,18, The staff was very helpful and courteous ,9,7.1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,2/9/2016,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, Thailand , the maids did not replace the water yet when mentioned to front of house they were prompt in rectifying,20, Breakfast and front of house staff,7,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 2 nights ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,12/13/2015,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, United States of America , Almost nothing I dislike A very poor good hotel ,11, I loved their breakfast buffe It s superb ,10,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,125,9/16/2015,8.6,Hotel Am Konzerthaus Vienna MGallery by Sofitel, United Kingdom , Not enough air in the room,7, Lights by my bed,5,5.0,"[' Business trip ', ' Group ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,3/11/2017,9.3,Park Hyatt Vienna, Saudi Arabia , There was a guy at concierge who charged me 120 euros for one way city trip While the taxi charge was 15 euros I complained about it and the charge was decreased to 60 euros the same charge for airport transfer That was only thing which annoyed me during the stay ,53, We liked everything and we were offered a complimentary breakfast for all of us during our stay ,19,9.2,"[' Business trip ', ' Family with young children ', ' Park Deluxe Twin ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,10/9/2016,9.3,Park Hyatt Vienna, Saudi Arabia , we booked a large suite with view it was partial view we did not get checked in early not sure why we paid double the price of a regular room with no extra advantages ,36, the big room Bank resturant ,7,6.3,"[' Business trip ', ' Couple ', ' Park Suite View ', ' Stayed 3 nights ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,7/19/2016,9.3,Park Hyatt Vienna, United Kingdom , 1 The hotel and or booking com lied about the reservation and fortunately I had my laptop with me to show that booking com offers park deluxe rooms with a king size bed a twin bed when in fact the room has a two twin beds OR a king size bed We were left with no choice but to accept a room with twin beds and a roll away bed for the price of the deluxe park room 2 The second day the room was not made at 3 30pm in the afternoon And the answer from the receptionist to our request to know why it had not been made up was it is probably because housekeeping hasn t reached your room yet 3 Before we left six nights later the TV system went down and nobody could repair it It was repaired at 7 30am on Monday We think that at nearly 700 a night this hotel could afford to have an engineer capable of repairing the system on site 24 7 ,175, The hotel environment is brand new beautifully decorated and very well maintained The swimming pool and spa area is extraordinary for a European capital The food in the dining room for breakfast lunch and dinner and the layout of the dining room next to the open kitchen is impressive The entire service whether delivered by junior or senior hotel staff is excellent The concierge and doormen were exceptionally kind and helpful Rooms serviced twice a day sheets changed daily which is normal but less and less common even in top hotels ,93,9.2,"[' Business trip ', ' Family with older children ', ' Park Deluxe Twin ', ' Stayed 7 nights ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,1/15/2017,9.3,Park Hyatt Vienna, Italy , Staff Need to learn Flexibility on the situation when check in ,13, Location breakfast concierge desk has perfect organization ,9,8.3,"[' Business trip ', ' Solo traveler ', ' Park King ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,10/5/2016,9.3,Park Hyatt Vienna, Australia , Electronic lighting etc A little hard to coordinate,9, Location Restaurants Staff Room,5,10.0,"[' Business trip ', ' Couple ', ' Park Deluxe King ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,9/25/2016,9.3,Park Hyatt Vienna, United Kingdom , Electronic controls for bathroom and lighting were fiddly,9, Location and sumptuous feel,5,7.5,"[' Business trip ', ' Solo traveler ', ' Park King ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,7/7/2016,9.3,Park Hyatt Vienna, United Kingdom , Room was not well cleaned one day dirty cups left,11, Swimming pool and helpful staff,6,8.8,"[' Business trip ', ' Couple ', ' Park King ', ' Stayed 3 nights ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,10/2/2015,9.3,Park Hyatt Vienna, United Kingdom , The service in the restaurant for dinner was very long 2 hours for a starter and a main course ,21, The room on the 6th floor the bathroom,9,7.5,"[' Business trip ', ' Solo traveler ', ' Park Studio King ', ' Stayed 4 nights ']"
Am Hof 2 01 Innere Stadt 1010 Vienna Austria,82,9/1/2015,9.3,Park Hyatt Vienna, Mexico , Housekeeping was deficient in cleaning and attending the room we spent 5 days in ,16, Amazing location Great rooms ,6,8.3,"[' Business trip ', ' Couple ', ' Park Deluxe King or Twin ', ' Stayed 5 nights ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,7/31/2017,8.0,Hilton Vienna, Russia , Bear in mind at check in hotel charge you deposit full amount of your staying additional 70 euro per day No free wifi in rooms Very noisy starting early morning If you want to sleep well before important meeting definitely is not this place Poor minibar ,48, Perfect location next to train station from to airport and to hop on bus stop Good breakfast ,19,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,7/14/2017,8.0,Hilton Vienna, Thailand , Front desk personnel a bit unfriendly and unhelpful The only department needed to be Improved in terms of service mind ,22, Excellent location in Vienna Wonderful breakfast buffet line Friendly and helpful restaurant staff Best concierge personnel ,18,9.6,"[' Business trip ', ' Group ', ' Standard Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,6/21/2017,8.0,Hilton Vienna, Romania , Price too high They asked 490 Euro for a double room in june a period not very busy ,20, Complete services good parking car rental agency food taxi very close with imidiately response,15,7.9,"[' Business trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 1 night ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,5/31/2017,8.0,Hilton Vienna, Australia , Staff were not particularly helpful,6, The staff at check in were not very friendly I am a Hilton gold member and my partner is a platinum member and because we did not book through the Hilton website we did not get to avail of our membership We were not advised of the hotel facilities or where the gym was etc minor detail but still nice to be told what s on the premises The breakfast is slightly chaotic due to the large volume of tour groups so it s not a perfect location for business travelers,92,6.7,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,5/12/2017,8.0,Hilton Vienna, Singapore , Would be good if steam room and sauna could operate longer hours ,14, Went to gym and then steam room in mid afternoon Tried to switch on light of steam room Did not know steam room was opened for certain hours only Instead accidentally pressed on alarm in the semi darkness Two staff came shortly cos of the alarm However they were gracious when I apologised and even switched on the steam room for me Staff at restaurants are also very service oriented ,72,8.8,"[' Business trip ', ' Solo traveler ', ' King Cathedral View Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,5/8/2017,8.0,Hilton Vienna, United States of America , I am a registered member of hhonors but did not get the free wifi till last day The wifi connection was very slow,24, The location is within walking distance to all major attractions I loved the super market in the city center which is across the street,25,9.6,"[' Business trip ', ' Solo traveler ', ' Executive Twin Room with Access to Executive Lounge ', ' Stayed 3 nights ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,3/27/2017,8.0,Hilton Vienna, Saudi Arabia , Stayed in the junior suite facing the cathedral Access to Executive lounge but they putnme on the first floor so every time I opened a window Ac does not work during winter months all I got was traffic noise First day was given a complimentary bottle of sparkling water which was never replaced the next day like all other hotels in the world they actually left the empty bottle sitting on my bedside Cleaning staff never put the ironing board or iron away The TV faces the toilet and you have to lie diagonally on your bed to watch tv or turn your neck The two chairs for guests are useless and uncomfortable Decor is terrible All brown shades of old Wifi is not free scam and shameful I felt I was back in 1973 ,137, Great concierge team Always moving quick and efficient while retaining the respect to all guests Genuinely helping everyone around them,21,6.3,"[' Business trip ', ' Solo traveler ', ' Twin Junior Suite City View with Access to Executive Lounge ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,3/8/2017,8.0,Hilton Vienna, Saudi Arabia , I don t like to pay more for the internet Surprisingly the net is available free anywhere in the city except inside the hotel which is only free in the lobby The rate of the hotel is high and I don t know why they put a charge for it Anyway I ll be more careful next time when I choose a hotel For that hotel they will lose a lot while they are looking for a minimum ,80, Only one thing it is next to the airport city train ,13,5.0,"[' Business trip ', ' Family with young children ', ' King City View Room ', ' Stayed 7 nights ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,3/8/2017,8.0,Hilton Vienna, Luxembourg , Charging for Wi Fi at the room in 2017 is a complete rip off It is a cheap trick that really taints Hilton s prestige I might accept a higher price for the room but would never pay 10 Euro for this hidden extra It is matter of principle My bed side alarm woke me up at 7 15 It wasn t me who had set it on probably the previous tenant and moreover I could not make it shut up in the darkness of my room Very unpleasant start for the day Cleaning ladies should be trained to de activate any alarm clock when preparing a new room ,111, Good quality toiletries,4,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,2/22/2017,8.0,Hilton Vienna, Romania , Room service is too late bad breakfast in general food in hotel s restaurant Sparks is poor but prices are excessive ,23, Location is perfect good and spacious room comfortable bathroom ,11,7.9,"[' Business trip ', ' Solo traveler ', ' Corner Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,2/20/2017,8.0,Hilton Vienna, Spain , The rooms that have a connecting door are not properly sound isolated so if you have noisy neighbors you hear everything ,23, Excellent location and delicious breakfast At the breakfast room they have a table ready so you can take water fruits and croissants with you for the day The free wifi in the lobby even works in the rooms ,40,10.0,"[' Business trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,2/13/2017,8.0,Hilton Vienna, Romania , The hotel needs refurbishment at least for the type of room I reserved King Cathedral Room View old furniture almost excessively worn ,24, Location Good breakfast ,5,5.8,"[' Business trip ', ' Solo traveler ', ' King City View Room ', ' Stayed 1 night ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,2/6/2017,8.0,Hilton Vienna, Norway , Expected free wifi in the room should be standard at a hotel like this not good enough with free wifi in the reception area Our room on 9th floor seemed a bit old fashion time to change carpets and curtens Just one coffe machine created a queue in the morning would recommend investing in one more coffe machine ,60, Service minded staff Very nice gym sauna and steam Great breakfast ,13,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,2/6/2017,8.0,Hilton Vienna, Ukraine , WiFi is chargeable 10 EUR per day My credit card was mistakenly pre authorized twice during the stay 70 and 25 5 EUR without any reason The reception staff told me that this had been a system error A week later the funds were unblocked by a bank ,50, Location is very convenient just next to Wien Mitte 5 min walk from the City Airport Train platform very close to the city center 10 15 min walk to Stephansplatz Room was quite and comfortable Breakfast was perfect diverse and tasty ,43,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,1/14/2017,8.0,Hilton Vienna, Italy , No shower in the room a bit old room check in lady in reception not very kind Evereything would be ok if the average rate for the room is lower ,32, Breakfast restaurant and hall event nice ,8,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 3 nights ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,12/17/2016,8.0,Hilton Vienna, Germany , 220 I payed per night and the internet is not even included i exteneded for a standard room but requested if possible to stay in the same room without the usage of the lounge the lady didn t mind but when I saw the bill they charged me 220 while the rate was 129 for a normal bedroom at that time i won t stay there anymore it s not good value of money also some drinks was added to the bill which I never took from the mini bar i had to complain and get it amended ,100, Only when I requested tooth paste they delivered it very fast,12,2.5,"[' Business trip ', ' Solo traveler ', ' Executive Double Room with Access to Executive Lounge ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,12/13/2016,8.0,Hilton Vienna, Luxembourg , It is a huge disadvantage that the WIFI is chargeable in the rooms and only free in the reception area We are in 2016 and wifi should just be availie and included ,34, Location was good and the food in the Resturant Both for breakfast and dinner,15,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,10/7/2016,8.0,Hilton Vienna, Ukraine , 1 water temperature at the tap was constantly changing from cool to hot water 2 internet in the room to be paid additionaly,24, Everything was ok service cleanness breakfast,7,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 3 nights ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,9/6/2016,8.0,Hilton Vienna, Thailand , I have spent 2 nights and plan to have one more night here after my trip to Poland I checked out at 12 pm and i spent time sitting in the lobby waiting to leave at 8pm due to my train schedule I ordered the drink and using my laptop The staff try to ask me every 15 20 min if i need anything else and the worst is she gave me the bill without my request while the other guests sitting there without any drinks What was that ,91, Clean and good location ,6,6.3,"[' Business trip ', ' Solo traveler ', ' Twin City View Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,7/28/2016,8.0,Hilton Vienna, Switzerland , ROOM IS DATED AND COULD DO WTH A REFURBISHMENT,10, THE BED IS ALWAYS GREAT IN A HILTON YOU ALWAYS GET A GREAT NIGHTS SLEEP EVEN IF THE ROOMS ARE NOT FURNISHED TASTEFULLY,24,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,7/26/2016,8.0,Hilton Vienna, Australia , Judgemental staff at welcome desk Mattress in junior suite very worn making for a very uncomfortable sleep Executive benefits average not much choice with drinks snacks ,28, Great location and restaurant Clean and spacious ,9,6.7,"[' Business trip ', ' Family with young children ', ' King Junior Suite City View with Access to Executive Lounge ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,7/21/2016,8.0,Hilton Vienna, Lithuania , So impersonal from the welcome to the checkout everything in between The take it or leave it attitude from the staff is so pervasive it s disappointing I quite often reside at a Hilton enjoy the stay it s generally an upmarket quality chain not in this instance Additionally the spa was not functioning properly Wifi 10 per day is a rip off even Hilton Honors guests pay this if they did not book directly with Hilton Meaning the fact that you stay there is not valued you are in fact penalized if you booked via Expedia Booking com etc Ludicrous In essence Too Busy Too Uncaring a pity ,111, Good location standard type breakfast is adequate not exceptional bed comfortable able ,14,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,6/2/2016,8.0,Hilton Vienna, Netherlands , Have to shower standing in a bathtub No good free wifi Furniture is old poor breakfast for 5 Hotel no spa ,23, I had a corner room with a beautiful view and diner was great ,15,5.8,"[' Business trip ', ' Solo traveler ', ' King Cathedral View Room ', ' Stayed 1 night ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,4/10/2016,8.0,Hilton Vienna, Saudi Arabia , Twin beds are not comfortable The breakfast has a lot of varieties but one must be careful to the halal status This is important in a city with multiple cultures and a hotel with a lot of Arab and moslem guests The need to reconnect to the Internet in the lobby several times daily No free lnternet in the room One bar of soap and one small shampoo tube daily unlike before 2 of each The standard room is relatively small ,83, Good location very close to the train and subway stations and not far from many attractions Friendly staff although one of them was not very keen to change the twin bed room to a double bed room ,39,7.9,"[' Business trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,374,4/9/2016,8.0,Hilton Vienna, United Kingdom , Given twin instead of a double bed,8, Excellent central position near to Wien Mitte and convenient for airport and city centre Very good breakfast comfy bed and professional staff,23,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
