Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/27/2016,7.7,Hotel Arena, Canada , The front desk staff particularly the young men tended to be a bit spaced out and were not very helpful at times however the female attendants on the desk were quite efficient and knowledgeable Breakfast was a bit pricey especially for two people combined ,46, The rooms were comfortable and clean and the bed accommodated sleep well Restaurant and bar staff were very helpful and friendly The breakfast was quite good where there was a variety of selections available to choose from ,39,7.1,"[' Business trip ', ' Couple ', ' Large King Room ', ' Stayed 5 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/26/2016,7.7,Hotel Arena, United States of America , No Limited A C in common areas Dangerous metal ornaments on all banisters Musty smell throughout common areas Deluxe rooms very small impractical design Impractical shower design no place for soap Poor quality bed mattress Room refrigerator barely worked Food in restaurant overprices only fair quality Overall dark rundown dreary appearance,52, Good water pressure in shower,6,3.8,"[' Business trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/16/2016,7.7,Hotel Arena, United States of America , The cleanness was quite poor A lot of dust under the bed under the furniture on top of the bed side lamps the remote control and even the plastic glasses in the bathroom were dirty Also something went wrong with the pipes of the shower a horrible smell came out at night ,54, The staff was very nice and friendly the size of the room was really great and the style of the hotel is also very nice The bed was quite confortable ,32,5.8,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 5 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/10/2016,7.7,Hotel Arena, United Kingdom , The hotel was incorrectly informed about my room type booking Building work within the grounds worth mentioning but is not is noisy or obtrusive ,26, Great hotel and quiet university area Wonderful comfy beds in clean well equipped rooms The food is wonderful ,20,7.9,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 2 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/10/2017,7.7,Hotel Arena, Italy , Room rather small but on two levels,8, Breakfast is amazing Very kind staff,7,9.2,"[' Business trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/17/2017,7.7,Hotel Arena, Netherlands , Unusual room layout,4, Beautiful location next to park,6,6.3,"[' Business trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/15/2016,7.7,Hotel Arena, Switzerland , Small and unclear entrance indications There was like a labirynth due to construction area ,16, Well equipped nice room Traditinal but modern building ,10,9.2,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/19/2016,7.7,Hotel Arena, United States of America , Hotel is currently under renovation so not looking very nice from outside ,14, nice location super helpful front desk staff ,9,8.8,"[' Business trip ', ' Solo traveler ', ' Large King Room ', ' Stayed 9 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/28/2016,7.7,Hotel Arena, Italy , Need to do narrow stairs to reach the room,10, Huge bath with big bathtub,6,8.3,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 3 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/2/2016,7.7,Hotel Arena, Belgium , Curtains had holes in it Door of the mini bar was broken ,14, Place is very nice,5,6.3,"[' Business trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 1 night ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/26/2016,7.7,Hotel Arena, United Kingdom , The glass wall in the bathroom,7, The spacious room,4,7.5,"[' Business trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/13/2016,7.7,Hotel Arena, United Kingdom , Building site Surly staff Dodgy electrics Cold room,9, Food was ok,4,4.2,"[' Business trip ', ' Solo traveler ', ' Large King Room ', ' Stayed 7 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/25/2016,7.7,Hotel Arena, France , The receptioninst was rather cold ,7, The duplex room design ,6,9.6,"[' Business trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 2 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/25/2016,7.7,Hotel Arena, Turkey , Small room ,4, Personnel was be very good ,7,7.9,"[' Business trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/22/2016,7.7,Hotel Arena, Belgium , There is no enough space in the room my room even to put your clothes ,17, The architecture the bar area the staff are kind and helpful ,13,5.5,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 2 nights ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/5/2015,7.7,Hotel Arena, Germany , The room layout was not smart ,8, Very nice bar and restaurant Staff is nice and helpful ,12,8.3,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/30/2015,7.7,Hotel Arena, Spain , Insonorisation was not the best Could hear rowdy neighbors at night ,13, Staff at check in and check out were really nice ,12,8.8,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,6/9/2017,8.8,Morgan Mees, Poland , Staff were unhelpful and miserable Service in restaurant was surly Check out no earlier than 8am is ridiculous Breakfast no earlier than 8am is also ridiculous,27, Room was nice,4,4.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,12/28/2016,8.8,Morgan Mees, Belgium , First visit room was a little small I had to prepare for work and there was no much space to put my books and laptop second visit they let me choose my room wonderful Slight noise in the bathroom,40, Very good bed very gentle staff nice room ,10,9.2,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,4/18/2016,8.8,Morgan Mees, Spain , There were no telephones in the rooms which made for a more peaceful stay but was slightly inconvenient at times as you couldn t call another room or receive calls from outside The stairs can be a bit steep and there is no elevator so if you have a large or heavy suitcase it is more challenging The staff is always happy to help though ,67, The staff were delightful and very accommodating The building is gorgeous and each room has it s unique features The restaurant downstairs is fantastic and there s a great patio as well Location very convenient to public transportation restaurants and for walking around the city Lots of attention to detail with regards to the soaps towels lots of hangers in the closet and waters always available And breakfast was wonderful I would without hesitation recommend this hotel to others ,81,9.2,"[' Business trip ', ' Group ', ' 3 rooms ', ' Stayed 3 nights ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,2/20/2016,8.8,Morgan Mees, United Kingdom , The room I was given was noisy as it faced the road on the first floor I asked to change it but no availability of other rooms The heating was not working but in all fairness the room was warm enough and I didn t request assistance on this ,51, Rooms were nicely decorated a cool bar and restaurant,10,6.7,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,11/19/2015,8.8,Morgan Mees, United Kingdom , It took me some time to work out how to get hot water in the shower but saying that by the second night I had sorted that out and it was divine ,34, I loved the dining room and had a lovely meal there Decor and atmosphere was amazing full of locals great service The bar as well Friendly staff at the bar warm Smiles and welcoming manner My room was very well designed and decorated with small colourful touches I liked the wooden floor and the high ceilings It s a small and intimate hotel and definitely the type I like staying in especially on business I would highly recommend for a short stay in Amsterdam I am definitely coming back ,91,9.6,"[' Business trip ', ' Solo traveler ', ' Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,8/4/2015,8.8,Morgan Mees, Russia , not constant receiptionist absence of the lift a bit aside from the city centre about 13 euro aside from Central Station ,23, restaurant serves very tasty food fast ready full of local people bartenders are nice and comunicative good atmospere,19,7.9,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,7/15/2017,8.8,Morgan Mees, Ireland , The room was v small disappointing with a disability the stairs was v dangerous no lift ,18, The staff were very friendly helpful,7,6.3,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,5/16/2016,8.8,Morgan Mees, United Kingdom , expensive breakfast should be included in the price ,10, lovely modern place,4,7.9,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,2/26/2016,8.8,Morgan Mees, Belgium , Power outlet next to the desk,7, Great price Good bed Good shower Good amenities,9,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,62,9/15/2015,8.8,Morgan Mees, Turkey , A hotel charging 250 night should have umbrellas for its guests,12, Nice location friendly staff large room for Amsterdam standards,10,7.5,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,7/21/2017,8.8,Sir Albert Hotel, United States of America , So subtle is dutch design that bug american ways were a little challenged by simol,16, The staff is smart and friendly and has something to add to a conversation besides the usual niceties,19,10.0,"[' Business trip ', ' Family with young children ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,6/22/2017,8.8,Sir Albert Hotel, France , bathroom is disaster ink it was in room not in toilet So whenone person is cleaning hisself secound person is all The time With her Huge minus I will never come back for sure Its Big disadventage I will highly NOT reconend persones witch are traveling in buisness,49, Very nice staff Proseco during check in,8,8.3,"[' Business trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,3/20/2017,8.8,Sir Albert Hotel, United Kingdom , failure to reply to emails the room wasn t serviced by 16 30 despite leaving to go out before 09 00 in the morning,25, the staff were pleasant professional helpful the bed was comfortable,11,7.9,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,2/3/2017,8.8,Sir Albert Hotel, United Kingdom , It s a struggle to think of anything,9, The staff here are just so welcoming If you want quirky but stunningly elegant boutique hotel this is for you I visit around four times a year and am never disappointed ,33,10.0,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,1/1/2017,8.8,Sir Albert Hotel, United Kingdom , Rooms are a little bit compact but not a problem ,12, Very cool hotel Staff extremely friendly and helpful Lovely breakfast Love the seats by the window ,18,9.2,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,11/6/2016,8.8,Sir Albert Hotel, United Kingdom , The staff in the restaurant hugely arrogant and pretentious it was clear one needs to grovel and be grateful they condescend to serve you of course they charge a lot for the privilege too ,36, The bed it envelopes you in a cocoon of soft light fluffy heaven but provides support and isn t heavy or over warm,24,7.1,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 4 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,10/25/2016,8.8,Sir Albert Hotel, Spain , No 24 hour room service that was very disappointing The regular room service closing at 10 45 PM wasn t so good anyway and very slow 1 hour wait for a burger which came from an outside burger place not from the hotel s restaurant The window in the room couldn t be opened and the AC warm or cold makes the room dusty Mini bar items a bit too pricey ,73, Cute hotel in the De Pijp neighborhood within walking distance 10 minutes from the Van Gogh museum The Izakaya restaurant and bar located next to the lobby is a lively meeting point for fashion and art people ,39,7.5,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,9/30/2016,8.8,Sir Albert Hotel, South Africa , The room was just too small I couldn t work at the desk with a computer and a notepad next to me The TV was in the way The cupboard was ridiculously small I had to live out of the suitcase The restaurant was too my liking however numerous options within walking distance ,55, Bed was great Shower was great,7,7.5,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,7/3/2016,8.8,Sir Albert Hotel, United Arab Emirates , Breakfast service disorganised you have to ask for things several times before you get them Simple fix write orders down ,22, Good Location nice decoration ,6,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 5 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,6/16/2016,8.8,Sir Albert Hotel, United Kingdom , The breakfast was a little on the expensive side but nothing out of the usual for hotel prices,19, I booked for our company away weekend for 10 people The rooms were very well designed The shower was lovely The beds were very comfortable The staff were very helpful The breakfasts were tasty,35,9.6,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,2/20/2016,8.8,Sir Albert Hotel, United States of America , Everything about this hotel is fantastic EXCEPT the noise If you are staying in a room above the restaurant do not expect to sleep Could still hear it when moved two floors above it but managed to sleep It s ridiculously loud and therefore only renders this hotel feasible if you are going to Amsterdam to party If not Stay somewhere else ,64, Excellent staff Beautiful hotel with lots of attention to detail Lovely bathroom products ,15,7.9,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,2/18/2016,8.8,Sir Albert Hotel, United Kingdom , Freezing cold room and nothing I did with the heating controls made it any better Freezing draft from behind the light switches bizarrely ,25, Stylish and contemporary Very warm welcome ,8,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,2/3/2016,8.8,Sir Albert Hotel, United States of America , Loud lobby no place pleasant to sit in the lobby and read or talk Expensive hotel and there are no convenient electric outlets Very stuffy hotel but not as good as its pretense The wifi is lousy poor speed and you have to renew the password access everyday total nuisance ,52, The location is good away from the center near museums and Concertgebouw ,14,5.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 5 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,1/29/2016,8.8,Sir Albert Hotel, Cyprus , The lighting especially common areas like corridors and lift and bathrooms is poor and the colours of brown black did not really help ,25, The hotel is located close to the centre The staff are very pleasant and always smiling and willing to help The facilities are clean and the bed very comfortable The hotel restaurant is a good evening out option and the study area with its fire place and book shelves around very cosy ,54,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,12/19/2015,8.8,Sir Albert Hotel, Netherlands , No bath and wifi did not work ,9, Gorgeous boutique hotel with incredibly nice staff Room and premises very beautifully decorated Super comfortable bed ,18,9.2,"[' Business trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,10/20/2015,8.8,Sir Albert Hotel, United Kingdom , Noise I didn t understand corridor music being played from 7am I could hear it and it kept me from sleeping in I wanted rest Should kick in from 11am to be fair I asked for quiet room and was put on 2nd floor at the front and could hear trams and traffic They moved us to a room opposite the lift Hallway carpet a bit tired now and raised in areas so tripped up Room service has to come from neighbouring burger bar limited on choice although very nice quality Hotel restaurant is Sushi so again a required taste rather than choices But it s always busy Just not my cuisine ,114, The location is great slightly out of town but close enough to walk or tram Great restaurants around The staff are all friendly and helpful Nice greeting and lobby area ,32,6.7,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,6/27/2017,8.8,Sir Albert Hotel, Israel , No gym ,4, Stuff room wifi location ,6,8.8,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,6/26/2017,8.8,Sir Albert Hotel, Australia , Breakfast was expensive for what it was,8, The hotel was awesome Great vibe and people,9,10.0,"[' Business trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,6/26/2017,8.8,Sir Albert Hotel, Israel , No gym ,4, Stuff rooms shower wifi location ,7,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,11/4/2016,8.8,Sir Albert Hotel, Poland , The 1st floor rooms are above the Izakaya restaurant which is quite lively music during the evening ,19, Vibe and staff,4,8.8,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,8/23/2016,8.8,Sir Albert Hotel, Belgium , No bath in the deluxe room ,8, Car service ,4,3.8,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,7/5/2016,8.8,Sir Albert Hotel, Switzerland , Nothing to mention so far ,7, The atmosphere and the very friendly and flexible handling stuff The view amazing and the furniture as well ,20,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,5/26/2016,8.8,Sir Albert Hotel, South Africa , NOT A THING,4, the whole experience was amazing thank you to all the staff for making it so,16,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,4/28/2016,8.8,Sir Albert Hotel, France , music from the restaurant loud if you are at the first floor,13, the bed the breakfast the attention to details,9,9.2,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,4/4/2016,8.8,Sir Albert Hotel, United Kingdom , They don t allow early check in,8, The style of the hotel was good The bed was very confortable,13,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,10/30/2015,8.8,Sir Albert Hotel, Turkey , Room windows should be opening ,7, The staff was very helpfull specially Yasar was great ,11,9.6,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ']"
Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,181,8/23/2015,8.8,Sir Albert Hotel, United Kingdom , Too few staff for the number of guests I had to wait for a long time for check out etc ,22, Stylish rooms and the ambience,6,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,555,7/29/2017,8.4,Corendon Vitality Hotel Amsterdam, United Arab Emirates , Nothing not to like here ,7, Efficient Check in no nonsense hotel The room and bathroom are well appointed and clean This is a well maintained property and very good value for money Public transport is very close to the hotel which makes getting around very easy There is a fantastic bar also on the ground floor ,53,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']"
Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,555,6/30/2017,8.4,Corendon Vitality Hotel Amsterdam, Albania , I asked 3 times for water it never comes on my room i asked to bring shampoo because the bottles were empty in the morning and when i come to the room in dark empty again i have to go to the reception and then they finally help me to far from the center about one hour from central station with tram NR 2 and a horrible smell at the corridors ,73, The air conditioner and WI fee,7,5.0,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 5 nights ']"
Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,555,6/27/2017,8.4,Corendon Vitality Hotel Amsterdam, India , just need to have a paid airport lesser than the cab,12, the hotel must have airport shuttle with payment every thing else was great specially the room size and the lighting the lamp shades design are super,27,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 3 nights ']"
Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,555,6/12/2017,8.4,Corendon Vitality Hotel Amsterdam, Estonia , If in the room is tea and coffee making facilities should also be new packages every day it was not done It would require a four star hotel in a more appropriate service For example separate shower gel shampoo and body cream not only single soap dishes in the wall ,52, Good value of location and cost The hotel was an added convenience also Spa ,16,8.8,"[' Business trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 3 nights ']"
