Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags
277 Carrer de Proven a Eixample 08037 Barcelona Spain,47,3/6/2017,9.4,The One Barcelona GL, United Kingdom , Spa didn t open until 11am on Sunday which made it difficult to visit it ,17, Staff couldn t do enough to help They were brilliant ,12,9.2,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,4/21/2017,8.8,Catalonia Port, Germany , this time the rooms were 260 instead of ca 150 usually and it was the first time i had a room with defects toilet dropping light of minibar fridge was flashing but both was fixed immediately also the coating of the lights and wallpaper at the bed is ripping off when you touch it ,56, wind protected sunchair area with pool very friendly stuff it s like coming home already familiar faces bar with tapaz,21,8.3,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,3/15/2017,8.8,Catalonia Port, United Kingdom , pool is very small but area around it is nice For a hotel near the main tourist areas it is not bad at all ,26, location is wonderful great little bar area which does tea and sandwiches in the afternoon welcome drink and friendly service rooms are large nice shower and very comfortable bed ,31,9.6,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,7/3/2016,8.8,Catalonia Port, Slovenia , No toilet brush bad sound insulation of a room heard neighbor showering ,14, Very good breakfast nice staff location next to the Rambla and Gothic quarter comfortable room,16,9.6,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 4 nights ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,4/18/2016,8.8,Catalonia Port, Belgium , There was no warm water in the shower I assume that this was an exceptional situation break down ,20, Very friendly Canadian Spanish personal taking care of reception and lobby area Loacaiton is central in respect to many things to visit I most likely will come back ,30,8.3,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,2/20/2016,8.8,Catalonia Port, France , nothing to add,4, Reception Jan in particular was excellent Parking nearby a real bonus Location couldn t really have been better We ll be back ,24,10.0,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,9/21/2015,8.8,Catalonia Port, Germany , Go by the address to find it unfortunately no view ,12, Fully service oriented staff good size quiet clean room good breakfast pool and gym available perfect once you are there ,22,9.2,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,12/19/2016,8.8,Catalonia Port, Germany , no plug socket at the bed that would be nice to have ,14, very nice stuff glas of cave as welcome drink,10,10.0,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,95,6/29/2016,8.8,Catalonia Port, United Kingdom , A bit dark in places,6, Location is amazing ,5,8.8,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 4 nights ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,3/13/2017,8.3,Eurostars Angli, United States of America , The facilities need some refurbishing with some lights and other minor things not working ,16, The location in a quiet neighborhood was very comfortable There are good restaurants nearby such as 5 Pino The old Sarria area is a short walk and has a number of places like El Canalla that have traditional Catalan dishes ,42,8.8,"[' Business trip ', ' Solo traveler ', ' Economy Double Room ', ' Stayed 1 night ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,11/11/2016,8.3,Eurostars Angli, Brazil , The conditional Air doesn t work In my room the shower head was not has fixed ,18, The place the build and the staff were perfect for my business travel ,15,8.3,"[' Business trip ', ' Solo traveler ', ' Economy Double Room ', ' Stayed 1 night ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,9/15/2016,8.3,Eurostars Angli, United Kingdom , Breakfast too expensive there is not room services,9, The location is away from the busy Barcelona but very well connected by public transport to the city centre Rooms view and quiet swimming pool,26,9.6,"[' Business trip ', ' Solo traveler ', ' Double Room 1 2 Adults ', ' Stayed 3 nights ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,8/11/2016,8.3,Eurostars Angli, Ireland , The knowledge of some of the staff was poor for example when we checked in we were given no information about the hotel or the surrounding area Also they had trouble getting us a taxi to the airport as they didn t know which company to use Most were quite helpful and one particular lady went out of her way to help us It s a lovely hotel just very quiet ,73, The rooms were finished to a very nice standard as was the decor throughout the hotel The breakfast was good and most of the staff were friendly The location was quiet but 5 7 mins walk to the train which brought you directly to Barcelona in about 4 stops The other direction brought you to beautiful mountain side towns The pool was very nice too ,67,8.3,"[' Business trip ', ' Group ', ' Double Room 1 2 Adults ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,1/3/2016,8.3,Eurostars Angli, Switzerland , There was no hanger for coats and jackets in the room but it s a minor detail ,19, The furniture is amazing and the glass wall allows a wonderful view on the neighborhood The staff is very friendly and helpful The city center is not so close but there are metro and bus stops nearby ,39,8.3,"[' Business trip ', ' Couple ', ' Economy Double Room ', ' Stayed 3 nights ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,8/22/2015,8.3,Eurostars Angli, United Kingdom , WiFi very slow and intermittent The shower s glass side door in the tub didn t close fully flooding the bathroom and making it dangerously wet Shower head fancy but defective and so no pressure Aircon fan made a rattling noise Room service food quality was terrible Dusty in places Mini bar list not same as contents It takes more than interior design to be a boutique hotel ,70, Good views mostly clean decent sized room ,9,5.0,"[' Business trip ', ' Solo traveler ', ' Economy Double Room ', ' Stayed 1 night ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,6/25/2017,8.3,Eurostars Angli, Japan , No parking for pick up,6, location is good,4,9.2,"[' Business trip ', ' Solo traveler ', ' Economy Double Room ', ' Stayed 1 night ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,1/12/2017,8.3,Eurostars Angli, Italy , Noisy you can easily ear tv of other room guests or dogs barking ,15, Comfortable and good located ,6,7.1,"[' Business trip ', ' Solo traveler ', ' Double Room with Parking ', ' Stayed 1 night ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,7/18/2016,8.3,Eurostars Angli, Poland , Difficult to go to level 3 of the parking,10, The modern style of the hotel and room The terrasse Very confortable bed ,15,10.0,"[' Business trip ', ' Couple ', ' Double Room with Parking ', ' Stayed 1 night ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,9/5/2015,8.3,Eurostars Angli, Spain , location ws not what I would have liked,9, friendly help of one person at the front desk spread of breakfast,13,7.1,"[' Business trip ', ' Couple ', ' Economy Double Room ', ' Stayed 1 night ']"
Angli 60 Sarri St Gervasi 08017 Barcelona Spain,50,9/2/2015,8.3,Eurostars Angli, Poland , wi fi doesn t work at room,8, Very nice modern comfortable room,6,9.2,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,7/31/2017,9.2,Catalonia Catedral, United States of America , Uncomfortable beds and poor configuration The full size beds pushed together to make a king like hotels often do in Europe however sheets were put on as two separate beds instead of one bed making it impossible to sleep next to my husband ,45, Clean rooms ,4,7.5,"[' Business trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,4/20/2017,9.2,Catalonia Catedral, Japan , Late check out was not accepted because of full booking,11, Location Best location in Barcelona tour Heart of Gothic area Convenient for Shopping restaurants and bars Room Large space clean comfortable bed quiet airconditioning works well Staff Friendly Breakfast Good I have stayed more than 10 hotels in Barcelona This hotel is the best hotel in Barcelona tour among them ,52,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Double Room with Terrace and Private Pool ', ' Stayed 2 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,3/24/2017,9.2,Catalonia Catedral, United States of America , One evening I could smell cigarette smoke from another room ,12, Staff was super friendly and helpful Location was perfect in the heart of the Gothic Quarter and near the subway ,22,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 6 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,3/8/2017,9.2,Catalonia Catedral, United States of America , could not find anything that I did not like maybe when I go back next time I can find something ,22, great location next to sights restaurants old town taxis even walking distance to tour operators great sound proofing rooms dead quiet,22,9.6,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,2/11/2017,9.2,Catalonia Catedral, Ireland , Although I understand did not like very much the repairs going on I have to appreciate that it was obvious all efforts were made to minimize the discomfort for us so excellent overall ,35, Modern and good looking hotel Excellent friendly and helpful staff Very good location near Cathedral and in the touristic heart of Barcelona,23,10.0,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,11/21/2016,9.2,Catalonia Catedral, Poland , It is noisy at night in the main street ,11, Great hotel in primer location very helpful and polite personnel good breakfast wonderfully connected to the airport with the city shuttle bus going to Placa Catalunya ,28,10.0,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,11/17/2016,9.2,Catalonia Catedral, Israel , It is a minor point but the extra large pillows were hard to sleep on ,17, The staff were very friendly and knowledgeable about the area The rooms were amazing and the breakfast was well worth trying ,23,9.6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,10/20/2016,9.2,Catalonia Catedral, United Kingdom , The bed was two singles pushed together and could have been more robust ,15, Lovely room in a really well situated hotel just off the Cathedral square right next to a semi pedestrianised shopping street Breakfast was excellent Ate lunch once in the snack bar at the hotel and the food was excellent The staff were really helpful and friendly Unfortunately we didn t get chance to try out the pool The location is fantastic for exploring the Gothic area of the city and for shopping but yet was not overly noisy ,80,9.2,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,10/2/2016,9.2,Catalonia Catedral, Iceland , Didn t have beer in the self service machine on the roof Would have been easier for the bar personal ,22, The staff was very friendly and helpful The location is great and the pool area is quite good I would definitely go there again ,26,10.0,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,9/24/2016,9.2,Catalonia Catedral, Israel , The rooms are a bit dark the hotel was constructed in an ancient cathedral and the window opens on the interior of the hotel with a glass elevator at the center So you cannot really open your window without having pretty much every other room clients and elevator users watching you They vaporized too much perfume in the lobby and the smell was too strong and unpleasant The deco of the rooms is too sober black and grey which is a bit depressing especially given that the natural light does not enter the rooms especially those located in the first floor ,103, The location is perfect near important touristic spots and not far from the beach but not noisy at all The staff was really nice and professional The breakfast is varied and of high quality ,36,7.5,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,4/26/2016,9.2,Catalonia Catedral, United Kingdom , Making tea and coffee at breakfast was a bit of a faff ,14, Staff recognised us from last visit approx 11 months ago and appeared genuinely pleased to welcome us back ,20,10.0,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,3/10/2016,9.2,Catalonia Catedral, Belgium , Private pool is useless very small and like 50cm deep I would rather call it a Jacuzzi without the waterjet function ,23, Had a great modern room with terras private pool ,11,7.5,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,11/21/2015,9.2,Catalonia Catedral, Cyprus , As I had some business in town I asked for 45 minutes late check out but it was not possible so I checked out from morning ,28, Beautiful building spacious and clean room Had dinner one night in the restaurant tasty food and reasonable prices ,20,9.2,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,10/30/2015,9.2,Catalonia Catedral, Netherlands , Street outside is very noisy with street noise from street sweepers bottle banks being emptied and tourists throughout the night The balcony doors fail to cut out this noise Avoid rooms that overlook the street if noise at night bothers you ,43, Convenient position Twice a day tidying of room ,10,9.2,"[' Business trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,9/11/2015,9.2,Catalonia Catedral, United States of America , The rooms are a bit dark modern but with dark interior Would appreciate a bit more light ,19, Location intimate environment cleanliness charm David at the front desk is the best concierge ,16,9.6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 5 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,6/14/2017,9.2,Catalonia Catedral, United Kingdom , A little sterile and lacking in personality ,9, Very good location Clean business styled hotel ,9,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,2/27/2017,9.2,Catalonia Catedral, Ukraine , a bit small rooms but it s ok ,10, great location near Catedral and shops Interesting design inside hotel,11,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,11/14/2016,9.2,Catalonia Catedral, Oman , Breakfast variety The room has no good scenes,9, Location is very good Staff are friendly Good chef for dinner and lunch,14,8.3,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,2/21/2016,9.2,Catalonia Catedral, Hungary , Patches on the bathroom floor,6, The breakfast was excellent,5,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,1/12/2016,9.2,Catalonia Catedral, Israel , To leave ,4, Amazing hotel and staff ,6,10.0,"[' Business trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Arcs 10 Ciutat Vella 08002 Barcelona Spain,247,10/31/2015,9.2,Catalonia Catedral, Australia , No problems at all,5, Clean quite and ver comfortsble,6,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,7/2/2017,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Australia , One person at reception doing everything and no concierge meant checking in was slow and cumbersome despite really good staff Lifts are very slow Wi fi not good on 7th fooor Spa very nice but Bathers really Breakfast not open till 8 am on day of departure Sorry Its a lovely place looks great but not cheap and maybe under delivering ,63, A very well presented place Comfortable and very nice rooms,11,4.6,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 2 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,2/17/2017,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Switzerland , check in has been a pain done by an apprentice with no one from his colleague as a result 15 mn for a check in that was really not efficient and good check out just profesional and distant,39, room size bed confort bathroom breakfast,7,7.5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,11/2/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, France , Rooms are old mattresses aren t comfortable There was no place in the bathroom to hang our stuff or even leave our toiletry We could hear our neighbors in their bathrooms ,33, Extremely good location very nice team,7,7.5,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,10/31/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Italy , Unfortunately I have stayed in this hotel during CPhI exhibition and the price was doubled that the regular fares ,21, The hotel is central located and the staff is very nice and helpful Lots of nice amenities like gym sauna and rooftop pool and bar ,27,8.3,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,8/30/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, United Kingdom , I was not aware that this was a gay hotel and although this did not affect my evaluation I think that this should have been apparent on the booking com website The hotel website has been updated since this was booked The details in the hotel stated that the spa was for gay persons only I did not challenge this but this is sexist and again was not apparent not the website Whether you can prove this i don t know ,83, Very friendly and helpful staff and clean room,9,8.8,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 5 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,6/5/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Netherlands , next time they should tell me that it is a gay hotel every where you been confronted with naked pictures of men too much sex oriented ,28, very nice an quite room good design,8,7.1,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,3/6/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Portugal , I would have like to know that it is a gay hotel It s such a love clima that I would like to have my boyfriend with me not a business hotel Gay or straight it s an hotel to flirt The bathroom was not very comfortable ,49, Comfortable bed Music in the hall and in the breakfast ,12,7.5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,11/22/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only, United Kingdom , Coffee machine and complimentary tea and coffee supplies and a bottle of water in the room will make the stay more comfortable English TV chanals reception is bad and not much choices ,34, Friendly staff Good location,5,8.3,"[' Business trip ', ' Solo traveler ', ' Premium Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,11/1/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Estonia , Rooms are not very fresh need some renovation already Gym not included into the rate I would expect it to be included ,24, Good Internet connection and great location ,8,7.1,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 8 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,10/18/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Saudi Arabia , We stayed in a suite 702 which we expected to be luxurious however it was badly in need of refurbishment Overall we were disappointed ,26, Staff were very friendly Location was good ,9,4.2,"[' Business trip ', ' Couple ', ' Suite ', ' Stayed 5 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,3/19/2017,8.0,Axel Hotel Barcelona Urban Spa Adults Only, United Kingdom , I d stay for longer ,7, Fantastic stuff Attentive and caring Superb location for the central part of town,14,10.0,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,1/25/2017,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Cyprus , Check in at 3pm is very late Many flights land in the morning ,15, Friendly staff spacious and clean rooms,7,10.0,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,12/15/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, United Kingdom , Wifi stopped working,4, Staff were great,4,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 3 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,12/5/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Denmark , Wifi a bit slow The reception did offer an upgrade after a small complaint,15, The breakfast restaurant was closed but the cafe Bloom was very nice,13,9.6,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 4 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,10/28/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Germany , Not for a business trip,6, excelent personal assistance,4,6.7,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 4 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,7/28/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Netherlands , very bad WiFi connection but then i mean very bad,11, reception guys wer very friendly bed and shower great location perfect,12,7.9,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,6/14/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Italy , Breakfast didn t have much variety Bad smell coming from bathroom plumbing Pricey ,15, Good location courteous personnel ,6,5.8,"[' Business trip ', ' Solo traveler ', ' Premium Double Room ', ' Stayed 4 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,6/5/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, United Kingdom , Price of breakfast attention to details,7, Design and position staff,5,9.2,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,5/26/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, United Kingdom , The bed s were very uncomfortable and the rooms were small with no storage Food was awful ,19, The rooftop space and bar Good cocktails ,9,5.8,"[' Business trip ', ' Couple ', ' Premium Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,4/21/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Hungary , A bit too many gay pictures Breakfast not included,10, Nice room Kind staff ,6,9.2,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,3/1/2016,8.0,Axel Hotel Barcelona Urban Spa Adults Only, China , Iron which hotel have it s terrible made my white shirt turn to black,15, great experience in Axel friendly staff and clean enviroment,10,7.5,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 7 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,11/22/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only, United Kingdom , too much peculiar for gay and the breakfast was not at the expected quality ,16, The fitnesss and the room,6,5.0,"[' Business trip ', ' Solo traveler ', ' Premium Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,10/18/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Netherlands , Price was over the top for the room,9, Location is great,4,5.8,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,10/9/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Hong Kong , The hotel is dated and will benefit form a makeover the overall experience could be better with more attention to details,22, The location and the spa,6,7.1,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ']"
Aribau 33 Eixample 08011 Barcelona Spain,269,9/29/2015,8.0,Axel Hotel Barcelona Urban Spa Adults Only, Netherlands , rooms are a bit worn damp smell,8, great location very friendly staff,6,7.1,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 5 nights ']"
