Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags
1 Avenue Carnot 17th arr 75017 Paris France,75,7/28/2016,8.9,Splendid Etoile, United Kingdom , The breakfast was too expensive and 25 euros meant that I never got to try the breakfast ,19, The staff were sooooo friendly I am a young woman who stayed alone during a business trip and I felt very safe and welcome ,26,10.0,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 4 nights ']"
1 Avenue Carnot 17th arr 75017 Paris France,75,7/24/2016,8.9,Splendid Etoile, United States of America , WiFi was not working for half of my 5 day stay,12, Fantastic location and staff This property owner is involved and attends to detail It shows up with the clean and well maintained property along with his staff s attention to the guests ,34,10.0,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']"
1 Avenue Carnot 17th arr 75017 Paris France,75,11/29/2015,8.9,Splendid Etoile, Brazil , Change the carpet in the halls for wooden floor please ,12, Fantastic location for shopping and to be reached early by metro from major trains stations Friendly front desk staff Clean and freshly renovated bath rooms,26,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Avenue Carnot 17th arr 75017 Paris France,75,3/31/2017,8.9,Splendid Etoile, Kuwait , The room size,4, The location cleanness of the room,7,7.5,"[' Business trip ', ' Group ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Avenue Carnot 17th arr 75017 Paris France,75,2/11/2017,8.9,Splendid Etoile, Belgium , Room a bit small but well organized Hallways narrow,10, Friendly staff welcome drink location overall cleanliness and comfort,10,7.9,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 1 night ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,7/17/2017,8.2,Hotel Trianon Rive Gauche, United Kingdom , Bath towels are the size of a face towel For an American Hotel I would have thought that they would have had bath towels fits for the average American I am not American who are rather larger than the average European ,43, Location Good for the RER B for both airports ,11,6.7,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,6/23/2017,8.2,Hotel Trianon Rive Gauche, Japan , No mini bar no slippers no toothbrush a bit disappointing for a 4 stars hotel ,17, very well located in between St Michel and Luxembourg Staff was nice and smiling,15,7.5,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,6/6/2017,8.2,Hotel Trianon Rive Gauche, Malta , The place could do with a revamp but they don t need to try harder because they have the traffic anyway,22, Friendly staff excellent location furnishings a bit aged but not below expections ,14,8.8,"[' Business trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,4/21/2017,8.2,Hotel Trianon Rive Gauche, Germany , Room is cleaned a bit late in the day after lunch ,13, Bed comfortable staff very friendly location super Early breakfast in the room is very convenient when you are in a hurry like I was ,26,9.6,"[' Business trip ', ' Couple ', ' Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,1/20/2017,8.2,Hotel Trianon Rive Gauche, Belgium , Only thing I can complain about was that the batteries were dead in the Remote ,17, Nicest bed i ve slept in in Paris in a long time ALso very quiet even though it was on a busy street,24,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,1/1/2017,8.2,Hotel Trianon Rive Gauche, United Kingdom , Very very small rooms Central heating had air in it and clicked all night What anoyed me was at check out I told the staff and in typical French maner the girl could not care less Not even a cursory sorry Nothing Strange for a US owned business ,50, Small old style hotel,5,3.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,12/4/2016,8.2,Hotel Trianon Rive Gauche, United Kingdom , Decaf espresso is not available for breakfasr,8, I was staying for 3 nights and the room was really too small They changed me to a larger room without any problem,24,8.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,11/27/2016,8.2,Hotel Trianon Rive Gauche, Spain , Room not well sound proofed Internet spamodic difficult ss business trip ,13, Brilliant location for Palais de Luxembourg Sorbonne etc Friendly and helpful New bathroom facilities and bed great ,19,9.2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,10/21/2016,8.2,Hotel Trianon Rive Gauche, United Kingdom , I wanted to give another guarantee card than the one I had prepaid with and the guy at the desk was new and demanded that I repay my booking with the new card Which I did and they reimbursed me on the initial card but I suffered a foreign exchange supplementary cost of 15 ,56, I had forgotten my passport in the room safe and they were quite efficient to recover it,18,8.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,9/17/2016,8.2,Hotel Trianon Rive Gauche, United States of America , Rooms are very outdated old furniture nasty bathrooms which need a complete overhaul lighting extremely poor Rooms small by U S standards Hotel rating too high for such poor quality and facilities ,34, Staff was very superb Breakfast was excellent Location extremely close to fantastic attractions of Paris Excellent eateries nearby ,20,6.7,"[' Business trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 4 nights ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,6/27/2016,8.2,Hotel Trianon Rive Gauche, Japan , Very thin wall If someone who cannot pay attention to the neighborhood unfortunately stays in the next to your room that s too bad I tried to be patient but I finally knocked the wall at 2 AM in the midnight in order to stop happy laughing British English conversation I could not use the air conditioner because I found a lot of black mold in it then I did not feel good ,75, Very kind staff Easy to access to the station The location is a little bit far from downtown that makes more comfortable ,24,5.4,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 6 nights ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,6/7/2016,8.2,Hotel Trianon Rive Gauche, United Kingdom , Breakfast could be a little better Limited choice ,10, Hotel s location is the best thing Top floor city view is breathtaking on a good sunny day Near to 2 train stations Luxembourg Gardens 10 min walk Latin quarter eateries 15 mins walk Notre Dom 15 min walk ,41,7.5,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,7/11/2017,8.2,Hotel Trianon Rive Gauche, Poland , A little too small rooms ,7, Excellent location friendly staff reletively rich breakfast ,9,8.3,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,6/26/2017,8.2,Hotel Trianon Rive Gauche, United Kingdom , Poor service from most not all of the staff and the air conditioning did not work ,18, Comfortable quiet and clean rooms,6,5.8,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,5/1/2017,8.2,Hotel Trianon Rive Gauche, Australia , Rooms rather tight but I guess that s to be expected in central Paris,15, Good clean hotel and friendly staff Good breakfast choices and facilities ,13,6.7,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,3/22/2017,8.2,Hotel Trianon Rive Gauche, Romania , Very bad wi fi,5, Well positioned several major attractions within walking distance ,10,7.1,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,1/24/2017,8.2,Hotel Trianon Rive Gauche, Ireland , Staff not very friendly a smile would have been nice Door to bathroom wouldn t close ,18, Spacious room small dressing room very nice very quiet ,11,6.7,"[' Business trip ', ' Couple ', ' Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,1/22/2017,8.2,Hotel Trianon Rive Gauche, United Kingdom , Small room and bed compared to pictures Bed not very comfortable ,13, Location is fairly good,5,6.3,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,9/15/2016,8.2,Hotel Trianon Rive Gauche, United Kingdom , Breakfast was average ,5, Location is perfect staff is very friendly Room very clean and view is amazing ,16,9.6,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,4/22/2017,7.4,Novotel Suites Paris Nord 18 me, India , Firstly it s located in a bad place Just adjacent to the hotel are makeshift tents most probably of migrant population It feels dangerous to go alone in the streets Facilities were ok As it was located in bad part of city you want to rely on hotels restaurant But this hotel doesn t have an operational restaurant They claim to provide free wifi but for my entire stay there was no wifi Rooms weren t cleaned properly Someone s inner were lying inside my room Toilet is located outside the bathroom and is one of the size to be found in aeroplane ,105, It was just an ordinary hotel Didn t turn out to be bad but wasn t able to live to the standards of Novotel The only good thing was that they were able to arrange taxi for you ,40,3.8,"[' Business trip ', ' Solo traveler ', ' Superior Suite 2 Adults 2 Children ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,10/21/2016,7.4,Novotel Suites Paris Nord 18 me, China , We have 3 persons when I booking on this website they described this suite have two bedrooms but in fact only use transparent curtain to separate bed and lounge where put small sofa bed it is totally wrong info from booking com so we have to take one more suite when we checking in the outside of the hotel is terrible dirty and not safe feeling but near to airport and exhibition it is good for me ,79, The room is comfortable and staff are nice ,10,8.3,"[' Business trip ', ' Group ', ' Superior Suite 3 Adults 1 Child ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,12/16/2015,7.4,Novotel Suites Paris Nord 18 me, United States of America , The location is fine if you re driving or getting a cab or Uber but as a pedestrian it s a nightmare if you don t know that area There is a metro station nearby but it is really hard to reach it you need to do a huge detour to be able to cross the high traffic streets around the hotel Or maybe there s a secret passage that I missed who knows In any case after walking 10 minutes I felt stupid and just called a cab instead of taking the metro ,96, Soundproofing was adequate considering that the hotel is located right next to the boulevard p riph rique the highway that goes around Paris ,25,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 2 nights ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,10/16/2016,7.4,Novotel Suites Paris Nord 18 me, Romania , The location of the hotel and the breakfast,9, The room is big,5,6.3,"[' Business trip ', ' Couple ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,5/26/2016,7.4,Novotel Suites Paris Nord 18 me, Switzerland , Very bad and unsecure area of Paris terrible environment ,11, Nice staff clean and comfortable ,7,7.1,"[' Business trip ', ' Solo traveler ', ' Superior Suite 2 Adults 2 Children ', ' Stayed 1 night ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,2/16/2016,7.4,Novotel Suites Paris Nord 18 me, Poland , poor dangerous location no restaurants places to see around,10, huge tidy rooms decent breakfast gaming room ,9,6.7,"[' Business trip ', ' Solo traveler ', ' Superior Suite 2 Adults 2 Children ', ' Stayed 2 nights ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,2/11/2016,7.4,Novotel Suites Paris Nord 18 me, Greece , Location High standard room excellent staff,7, Hotel confortable friendly staff ,6,8.8,"[' Business trip ', ' Group ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1 Impasse Marteau 18th arr 75018 Paris France,91,9/27/2015,7.4,Novotel Suites Paris Nord 18 me, Sweden , Nothing other than the venue ,7, It was 400 meters from the venue where I was working Perfect for that ,16,7.5,"[' Business trip ', ' Solo traveler ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 2 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,3/3/2017,8.9,Select Hotel, France , Coffee machine at breakfast could be improved ,9, The slippers the tea coffee making facilities the cushion in the bath tub were very very welcome and a true plus Very quiet and well located ,28,9.2,"[' Business trip ', ' Solo traveler ', ' Single Room with Double Bed ', ' Stayed 4 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,12/21/2016,8.9,Select Hotel, Belgium , Shower tiles joins had some mold that were almost completely cleaned after I mentioned it to the reception ,20, The room design and comfort is fantastic Nice combination of the old wooden ceiling and modern furniture and artwork Great bathroom and fantastic walk in shower Beautiful and modern interior Friendly staff ,34,9.6,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 4 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,7/17/2016,8.9,Select Hotel, Germany , No parking ,4, Everything was nice Air condition breakfast good bed quality separated shower and toilet on the room And beautiful design of hotel and room ,25,8.8,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,5/30/2016,8.9,Select Hotel, United Kingdom , I was given two single beds instead of the double that I booked this was not changed for the first two nights of my 3 night stay the cleaner used a very powerful and to me at least unpleasant room spray despite requests not to breakfast was poor ,50, the location was very good the room was of a good size the bathroom was excellent the staff were helpful,21,8.3,"[' Business trip ', ' Solo traveler ', ' Deluxe Double with Winter Garden View ', ' Stayed 3 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,11/23/2015,8.9,Select Hotel, United Kingdom , Breakfast was somewhat limited ,6, Clean well presented Hotel set in a lovely small square Plenty of Bars and Food places and only 5 minutes from Metro and RER stations ,27,7.5,"[' Business trip ', ' Solo traveler ', ' 2 rooms ', ' Stayed 3 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,8/12/2015,8.9,Select Hotel, Australia , The breakfast has hardly changed in 30 years except they now add dry scrambled eggs and baked beans Not good enough in such a hotel,26, Stylish boutique on the charming Place de la Sorbonne Best spot in Paris on the Left Bank and walking or Metro easy distance to everywhere wo want to see and do in this gorgeous city I have been staying at this hotel over 30 years and enjoyed the benefits of 5 makeovers ,54,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double with Winter Garden View ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,4/6/2017,8.9,Select Hotel, France , Breakfast in Paris hotels is not the best this is no exception ,14, Nice staff clean hotel great food around ,9,9.2,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,12/16/2016,8.9,Select Hotel, Canada , No WiFi in breakfast area,6, Excellent location charming hotel and very friendly staff ,10,9.2,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,10/1/2016,8.9,Select Hotel, Australia , Breakfast was very sad No eggs each morning ,10, Nice modern Hotel Close to transport ,8,7.5,"[' Business trip ', ' Couple ', ' Small Double Room ', ' Stayed 4 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,9/28/2016,8.9,Select Hotel, Germany , Breakfeast could be a bit more than just continental ,11, Elegant and modern interior All needs were satisfied ,10,9.2,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,9/26/2016,8.9,Select Hotel, Australia , The size of the rooms and the quality of the Internet were poor,14, The position was great,5,5.4,"[' Business trip ', ' Couple ', ' Executive Double Room Top Floor ', ' Stayed 8 nights ', ' Submitted from a mobile device ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,9/6/2016,8.9,Select Hotel, Italy , pretty small room and poor breakfast,7, super great location and very clean room,8,7.9,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,9/5/2016,8.9,Select Hotel, South Korea , Only one thing poor wifi connection,7, nice location and cheerful staff,6,8.3,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ']"
1 Place De La Sorbonne 5th arr 75005 Paris France,118,5/31/2016,8.9,Select Hotel, Lebanon , Small beds small room for 3 people,8, Situation is excellent,4,6.7,"[' Business trip ', ' Family with older children ', ' Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
1 Place Vend me 1st arr 75001 Paris France,70,5/17/2016,8.7,H tel De Vend me, Netherlands , Beautiful bar restaurant that they closed bcs of low occupancy we believe Paris is strugling after bombing attack However instead of cutting cost they should invest in guests that do visit their hotel so they return Wrong service mentality ,41, Very convenient location in city centre pretty rooms great boutique hotel,12,8.8,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Place Vend me 1st arr 75001 Paris France,70,10/31/2015,8.7,H tel De Vend me, Spain , Everything was to expectation ,6, Beautiful Hotel in very central location close to the best and most expensive shops in Paris Beautiful wood panelled room with blue marble bathroom ,26,8.8,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Place Vend me 1st arr 75001 Paris France,70,2/12/2017,8.7,H tel De Vend me, Bulgaria , The toilleteries in the bathroom ,7, Very friendly staff very good location clean nice rooms very good restorant,13,9.6,"[' Business trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Place Vend me 1st arr 75001 Paris France,70,9/18/2016,8.7,H tel De Vend me, United Kingdom , Smell in the room dated interiors,7, Unpleasant Smell in the room was overwhelming,8,7.5,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Place Vend me 1st arr 75001 Paris France,70,3/24/2016,8.7,H tel De Vend me, Sweden , High quality breakfast buffe but with limited choices Very small reception,12, Well furnished room and an overall very pleasant interior,10,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']"
1 Place Vend me 1st arr 75001 Paris France,70,12/3/2015,8.7,H tel De Vend me, United States of America , internet connection was poor ,6, great location helpful staff ,6,10.0,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 5 nights ']"
1 Place Vend me 1st arr 75001 Paris France,70,11/29/2015,8.7,H tel De Vend me, United Kingdom , Arrogant staff ,4, Location is great ,5,6.7,"[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,10/22/2016,8.7,Pullman Paris Centre Bercy, Slovakia , The staff at the restaurant absolutely missing service education doing comments about other customers bad welcoming at breakfast ,20, The staff at the lobby and bar was excellent Nice bar and choice of drinks Great place to work,20,9.2,"[' Business trip ', ' Solo traveler ', ' Classique Double Room ', ' Stayed 4 nights ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,5/26/2016,8.7,Pullman Paris Centre Bercy, Switzerland , room not set up for a woman unable to use hairdryer in bathroom assume for safety reasons so I had to plug it in by the desk No mirror near any of the outlets so had to use my FaceTime camera on my computer to look at myself while I dried my hair Located in a business center neighborhood while there is a metro line close by that goes straight into town without stops that s no substitution for being able to walk out the hotel and take a wander in the neighborhood That would not be recommended in this location not scenic and sidewalks walkways especially difficult along the Seine Unless you have business very close by this would not be the hotel for you Gare de Lyon is an arduous 30 minute walk if you walk fast and it s really difficult if you re hauling a suitcase even if it s small Of note when using Booking com you will not receive loyalty points you only get the points if you book directly That is really low ,182, bed super comfortable staff friendly complimentary water in mini bar nice shower quiet,14,6.7,"[' Business trip ', ' Solo traveler ', ' Superior Triple Room with 3 Single Beds ', ' Stayed 1 night ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,11/3/2015,8.7,Pullman Paris Centre Bercy, Italy , There s just one elevator to reach the gym 1 level no stairs and it might therefore take a while in busy times when everybody is going to upper floors,31, amazing breakfast ,4,9.2,"[' Business trip ', ' Solo traveler ', ' Classique Double Room ', ' Stayed 1 night ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,9/14/2015,8.7,Pullman Paris Centre Bercy, United States of America , A little far from City Center,7, Front desk people Alice and Claire worked to resolve room issues fast Great Breakfast and very well run operations If you need a real hotel and don t mind a 15 minute ride to the center of city this is the place,43,2.9,"[' Business trip ', ' Family with young children ', ' Superior Triple Room with 3 Single Beds ', ' Stayed 3 nights ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,10/6/2016,8.7,Pullman Paris Centre Bercy, Ireland , Nothing Maybe a bit expensive ,7, Great staff ,4,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Room with 1 Double Bed and 1 Single Bed ', ' Stayed 1 night ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,3/30/2016,8.7,Pullman Paris Centre Bercy, United Kingdom , Wish I could have stayed longer ,8, Great rooms excellent staff,5,10.0,"[' Business trip ', ' Solo traveler ', ' Classique Double Room ', ' Stayed 2 nights ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,2/8/2016,8.7,Pullman Paris Centre Bercy, United Kingdom , Dated rooms slow wi fi not a clean as expected,11, Location near the metro,5,7.1,"[' Business trip ', ' Solo traveler ', ' Superior Room with 1 Double Bed and 1 Single Bed ', ' Stayed 2 nights ']"
1 Rue De Libourne 12th arr 75012 Paris France,150,10/6/2015,8.7,Pullman Paris Centre Bercy, Saudi Arabia , The breckfast was very bad,6, The staff were frendly,5,7.9,"[' Business trip ', ' Solo traveler ', ' Junior Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,7/22/2017,8.2,Gardette Park Hotel, Sweden , Expensive breakfast Buy it on the coffee roastery at the corner of the park instead ,17, Great nearby restaurants Very popular so make sure to book at least Fri Sat Super cosy area ,19,7.9,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,7/6/2017,8.2,Gardette Park Hotel, France , dark in corridors and small stairs Very small room selected and paid for a double room but got a single room No security chain on inside bedroom Some of the Staff at reception or breakfast staff almost inexistant Disappointing for a 4 star hotel It is a good 3 but not 4,53, Great location room with balcony with view on the park,11,5.4,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']"
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,12/13/2016,8.2,Gardette Park Hotel, United Kingdom , A good coffee machine would have been great ,10, Help yourself fruit as you walked in friendly staff and they recommended a good restaurant for me all on my lonesome ,23,8.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']"
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,11/14/2016,8.2,Gardette Park Hotel, Spain , industrial extra small croissant no proper breakfast area Breakfast is served in the reception area with uncomfortable inappropriate chairs sofas and tables Very limited choice of breakfast items espresso is charged extra Only 20 French TV channels ,39, Great location quiet city centre in walking distance comfortable well equipped except TV room and modern bathroom ,19,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 4 nights ']"
